Country,Edition,Fixed-line broadband subscribers,Mobile subscribers,Gender gap in internet access,Gender gap in mobile phone access,Average mobile latency,Bandwidth capacity,Internet exchange points,Urban electricity access,Rural electricity access,Smartphone cost (handset),"Average revenue per user (ARPU, annualized)",e-Entertainment usage,Nominal GDP,Population,Urban population,GNI per capita,GINI coefficient,Population under the poverty line,Total electricity access,Percentage of schools with Internet access,Global Peace Index,Democracy Index,Internet users (population),Offline population,Internet access gender gap,Mobile phone access gender gap,Internet users (percent of population),Male internet users,Female internet users,Male mobile phone subscribers,Female mobile phone subscribers,Total fixed line broadband subscribers,Year,Income Class,Mobile subscribers (Percentage),Offline population (Percentage)
Jamaica,E2,9.84,112.4,-14.0,3.7,59.56,47309.0,3.47,100.0,95.55,52.2,96.6,88.0,14.8,2.7,55.1,4600,45.5,0.4,97.96,93.3,2.1,7.4,1.21,1.52,-5.5,2.9,44.4,39.4,44.9,82.2,79.4,286068,2018,Upper-Middle Income,41.629629629629626,56.29629629629629
Jamaica,E3,8.19,105.8,9.9,1.1,52.13,50355.0,3.46,100.0,95.55,52.6,98.0,84.0,15.5,2.7,55.4,4740,45.5,0.4,98.93,72.8,2.1,7.3,1.5,1.23,7.0,1.0,55.1,71.0,64.0,91.0,90.0,239120,2019,Upper-Middle Income,39.18518518518518,45.55555555555555
Jamaica,E4,9.7,101.0,9.9,1.1,50.7,50355.0,3.41,100.0,97.8,46.4,93.4,92.0,15.7,2.7,55.7,4970,45.5,0.4,98.93,72.8,2.0,7.0,1.5,1.23,7.0,1.0,55.1,71.0,64.0,91.0,90.0,284756,2020,Upper-Middle Income,37.407407407407405,45.55555555555555
Jamaica,E5,10.78,102.6,-2.7,4.2,40.49,50355.0,3.67,100.0,96.8,62.8,91.5,94.0,13.9,2.7,56.0,5250,45.5,0.4,98.93,72.8,2.0,7.0,1.5,1.23,-2.0,4.0,55.1,73.0,75.0,95.0,91.0,317907,2021,Upper-Middle Income,37.99999999999999,45.55555555555555
Japan,E1,30.37,125.5,,,94.0,21610.0,0.79,100.0,100.0,54.6,483.7,,4924.1,127.8,91.4,38840,32.9,0.2,100.0,98.7,1.4,8.0,116.54,11.44,,,91.1,,,91.0,89.0,38872579,2017,High Income,0.9820031298904539,8.95148669796557
Japan,E2,31.16,130.6,15.8,4.5,60.57,22679.0,0.7,100.0,100.0,56.8,471.4,72.0,4868.1,127.5,91.5,37860,32.9,0.2,100.0,98.7,1.4,8.0,119.05,8.71,12.0,4.0,93.2,76.0,64.0,88.0,84.0,39805586,2018,High Income,1.024313725490196,6.831372549019608
Japan,E3,31.79,135.5,10.7,1.1,53.53,24796.0,0.71,100.0,100.0,72.6,461.4,92.3,4951.9,127.2,91.5,38490,32.9,0.2,100.0,98.7,1.4,7.9,116.96,10.55,8.0,1.0,91.7,75.0,67.0,91.0,90.0,40532466,2019,High Income,1.065251572327044,8.294025157232705
Japan,E4,32.62,141.4,13.2,5.3,54.19,24796.0,0.79,100.0,100.0,77.6,440.4,90.0,5079.0,126.9,91.6,41150,32.9,0.2,100.0,98.7,1.4,8.0,116.11,11.09,10.0,5.0,91.3,76.0,66.0,94.0,89.0,41496293,2020,High Income,1.1142631993695824,8.739164696611505
Japan,E5,33.5,147.0,13.8,3.3,49.65,24796.0,0.87,100.0,100.0,87.1,436.4,84.6,4882.0,126.5,91.7,41690,32.9,0.2,100.0,98.7,1.4,8.0,116.11,11.09,11.0,3.0,91.3,80.0,69.0,90.0,87.0,41496293,2021,High Income,1.1620553359683794,8.766798418972332
Jordan,E1,3.34,148.9,,,91.0,20289.0,0.0,100.0,100.0,32.6,82.6,,39.2,9.8,90.3,3900,33.7,0.0,99.93,60.3,2.3,3.9,5.76,3.83,,,60.1,,,98.0,92.0,309726,2017,Lower-Middle Income,15.193877551020408,39.08163265306122
Jordan,E2,3.11,102.8,18.9,2.2,47.3,35788.0,0.0,100.0,100.0,35.9,84.4,,40.7,10.1,90.5,3930,33.7,0.0,100.0,70.7,2.1,4.0,6.1,3.69,14.0,2.0,62.3,74.0,60.0,90.0,88.0,297324,2018,Lower-Middle Income,10.178217821782178,36.53465346534654
Jordan,E3,3.39,99.2,5.1,3.3,40.17,50241.0,0.0,100.0,100.0,38.6,94.6,82.0,42.2,10.3,90.7,4020,33.7,0.0,99.9,91.4,2.1,3.9,6.71,3.34,4.0,3.0,66.8,79.0,75.0,91.0,88.0,331925,2019,Lower-Middle Income,9.631067961165048,32.42718446601941
Jordan,E4,4.01,87.6,-5.3,6.5,34.1,50241.0,0.0,100.0,100.0,39.2,104.8,96.0,43.7,10.6,91.0,4200,33.7,0.0,99.9,73.1,2.0,3.9,6.71,3.34,-4.0,6.0,66.8,75.0,79.0,93.0,87.0,399596,2020,Upper-Middle Income,8.264150943396226,31.50943396226415
Jordan,E5,4.53,77.0,1.3,4.4,26.8,50241.0,0.0,100.0,100.0,42.8,107.9,92.0,41.5,11.2,91.2,4300,33.7,0.0,99.9,73.1,2.0,3.9,6.71,3.34,1.0,4.0,66.8,79.0,78.0,91.0,87.0,469978,2021,Upper-Middle Income,6.875,29.82142857142857
Kazakhstan,E1,13.09,149.7,,,89.0,68350.0,0.57,100.0,100.0,41.6,33.9,,133.7,17.8,57.2,11380,27.2,0.0,100.0,97.0,2.0,3.1,12.45,5.13,,,70.8,,,93.0,91.0,2301000,2017,Upper-Middle Income,8.410112359550562,28.820224719101123
Kazakhstan,E2,13.18,143.2,4.2,3.3,56.58,85287.0,0.57,100.0,100.0,54.4,31.5,74.0,162.6,18.1,57.3,8770,27.5,0.0,100.0,97.0,2.0,3.1,13.3,4.53,3.0,3.0,74.6,71.0,68.0,92.0,89.0,2349900,2018,Upper-Middle Income,7.91160220994475,25.027624309392266
Kazakhstan,E3,14.25,147.6,0.0,2.2,47.24,57896.0,0.55,100.0,100.0,57.7,35.1,94.4,174.7,18.3,57.3,8040,27.5,0.0,100.0,97.0,2.0,3.1,13.82,4.26,0.0,2.0,76.4,71.0,71.0,89.0,87.0,2576100,2019,Upper-Middle Income,8.065573770491802,23.278688524590162
Kazakhstan,E4,13.44,142.3,-2.7,-2.2,45.19,55068.0,0.55,100.0,100.0,61.1,37.4,92.0,175.2,18.6,57.4,8070,27.5,0.0,100.0,97.0,1.9,2.9,14.46,3.86,-2.0,-2.0,78.9,73.0,75.0,89.0,91.0,2462900,2020,Upper-Middle Income,7.650537634408602,20.75268817204301
Kazakhstan,E5,13.54,138.6,4.9,4.3,41.69,57645.0,0.54,100.0,100.0,59.1,42.8,80.0,161.5,18.8,57.5,8810,27.5,0.0,100.0,97.0,1.9,2.9,15.19,3.36,4.0,4.0,81.9,81.0,77.0,94.0,90.0,2451400,2021,Upper-Middle Income,7.372340425531914,17.872340425531913
Kenya,E1,0.28,78.8,,,95.0,107599.0,0.43,60.0,7.1,24.6,56.1,,69.2,49.1,25.7,1290,40.8,16.2,65.4,40.6,2.4,5.3,7.94,39.94,,,16.6,,,75.0,66.0,135107,2017,Lower-Middle Income,1.604887983706721,81.34419551934826
Kenya,E2,0.27,79.5,18.2,2.3,54.65,105688.0,0.41,78.1,59.71,30.4,60.4,80.0,79.0,50.2,26.1,1350,40.8,11.6,63.59,40.6,2.3,5.3,8.14,40.91,10.0,2.0,16.6,55.0,45.0,88.0,86.0,132702,2018,Lower-Middle Income,1.5836653386454183,81.49402390438246
Kenya,E3,0.57,85.3,35.0,8.9,48.3,386743.0,0.4,89.54,67.59,34.7,61.8,94.2,87.8,51.4,26.6,1420,40.8,11.6,75.0,29.8,2.3,5.1,8.95,41.27,21.0,8.0,17.8,60.0,39.0,90.0,82.0,288303,2019,Lower-Middle Income,1.6595330739299612,80.29182879377433
Kenya,E4,0.72,96.3,20.3,1.1,46.9,386743.0,0.39,100.0,65.7,35.8,58.9,90.0,95.5,52.6,27.0,1600,40.8,11.6,75.0,29.8,2.4,5.1,8.95,41.27,12.0,1.0,17.8,59.0,47.0,87.0,86.0,371498,2020,Lower-Middle Income,1.8307984790874523,78.46007604562737
Kenya,E5,0.93,103.8,31.1,9.0,41.54,566406.0,0.76,100.0,78.6,33.1,53.8,88.0,95.4,53.8,27.5,1750,40.8,11.6,75.0,29.8,2.4,5.2,11.86,40.71,19.0,8.0,22.6,61.0,42.0,89.0,81.0,491183,2021,Lower-Middle Income,1.929368029739777,75.66914498141266
Kuwait,E1,1.43,199.8,,,55.0,68800.0,0.0,100.0,100.0,24.7,299.6,,109.4,4.0,100.0,42530,34.4,0.2,100.0,60.3,2.3,3.8,2.76,1.08,,,72.0,,,98.0,94.0,55000,2017,High Income,49.95,27.0
Kuwait,E2,2.56,193.6,0.0,3.0,42.81,93679.0,0.0,100.0,100.0,26.6,295.3,94.0,120.7,4.1,100.0,36880,37.5,0.1,100.0,70.7,1.9,3.8,3.1,0.86,0.0,3.0,78.4,90.0,90.0,100.0,97.0,101390,2018,High Income,47.21951219512195,20.975609756097562
Kuwait,E3,2.9,176.0,0.0,-1.0,34.32,86793.0,0.0,100.0,100.0,55.5,308.8,82.4,140.7,4.1,100.0,31660,34.4,0.0,100.0,84.3,1.8,3.8,3.98,0.08,0.0,-1.0,98.0,94.0,94.0,99.0,100.0,117719,2019,High Income,42.926829268292686,1.9512195121951224
Kuwait,E4,2.51,171.6,1.1,0.0,30.17,97071.0,2.14,100.0,100.0,75.6,328.7,96.0,134.8,4.2,100.0,34290,34.4,0.5,100.0,84.3,1.8,3.8,4.12,0.02,1.0,0.0,99.6,95.0,94.0,100.0,100.0,103821,2020,High Income,40.857142857142854,0.47619047619047616
Kuwait,E5,2.01,174.2,2.1,0.0,26.43,128945.0,2.38,100.0,100.0,77.5,314.4,90.0,123.5,4.3,100.0,34290,34.4,0.5,100.0,100.0,1.7,3.9,4.19,0.02,2.0,0.0,99.5,96.0,94.0,99.0,99.0,84595,2021,High Income,40.51162790697674,0.46511627906976744
Laos,E1,0.22,55.3,,,84.0,17489.0,0.0,96.6,81.5,14.5,158.1,,15.9,6.8,33.1,1970,36.4,5.3,90.76,63.1,2.0,2.2,1.23,5.51,,,18.2,,,86.4,80.4,12316,2017,Lower-Middle Income,8.132352941176471,81.02941176470588
Laos,E2,0.36,57.8,17.3,9.0,65.89,18254.0,0.0,98.82,85.06,34.5,154.7,,17.1,7.0,33.7,2120,36.4,5.3,93.6,65.6,2.0,2.4,1.5,5.35,6.9,7.7,21.9,57.5,50.6,87.1,79.4,24426,2018,Lower-Middle Income,8.257142857142856,76.42857142857142
Laos,E3,0.39,53.4,11.1,7.9,48.07,18116.0,0.0,100.0,91.21,26.2,153.1,,18.1,7.1,34.4,2240,36.4,5.3,97.92,67.6,2.0,2.4,1.77,5.18,3.0,6.0,25.5,27.0,24.0,76.0,70.0,27217,2019,Lower-Middle Income,7.52112676056338,72.95774647887325
Laos,E4,0.64,51.9,-5.9,3.8,42.2,18116.0,1.42,98.2,93.2,24.3,144.1,98.0,18.8,7.2,35.0,2450,36.4,5.3,97.92,33.3,1.8,2.4,1.77,5.18,-2.0,3.0,25.5,34.0,36.0,79.0,76.0,45379,2020,Lower-Middle Income,7.208333333333333,71.94444444444444
Laos,E5,1.06,60.8,18.0,3.6,36.17,18116.0,0.0,98.0,93.1,40.2,141.3,90.2,16.0,7.3,35.6,2570,36.4,5.3,97.92,33.3,1.8,2.1,1.77,5.18,9.0,3.0,25.5,50.0,41.0,83.0,80.0,76280,2021,Lower-Middle Income,8.32876712328767,70.95890410958904
Latvia,E1,25.2,129.7,,,35.0,113768.0,10.05,99.99,100.0,54.3,114.4,,27.7,2.0,68.0,15010,34.3,0.4,100.0,89.1,2.0,7.4,1.58,0.42,,,79.2,,,91.0,95.0,503503,2017,High Income,64.85,21.0
Latvia,E2,26.3,134.2,3.8,0.0,29.41,126880.0,10.15,100.0,100.0,55.7,118.1,,30.2,2.0,68.0,14600,35.6,0.4,100.0,100.0,1.8,7.3,1.57,0.4,3.0,0.0,79.8,79.0,76.0,94.0,94.0,519154,2018,High Income,67.1,20.0
Latvia,E3,26.97,126.3,-1.3,0.0,27.62,134348.0,10.26,100.0,100.0,55.7,128.4,,34.3,1.9,68.1,14720,35.6,0.3,100.0,100.0,1.8,7.3,1.56,0.39,-1.0,0.0,80.1,77.0,78.0,96.0,96.0,526222,2019,High Income,66.47368421052632,20.52631578947369
Latvia,E4,27.28,107.3,3.7,-3.2,27.22,134348.0,10.31,100.0,100.0,54.6,133.1,94.0,34.1,1.9,68.1,16520,35.6,0.3,100.0,100.0,1.7,7.4,1.61,0.32,3.0,-3.0,83.6,81.0,78.0,94.0,97.0,525995,2020,High Income,56.473684210526315,16.842105263157897
Latvia,E5,26.69,108.7,1.2,0.0,26.23,134348.0,15.71,100.0,100.0,65.7,134.5,86.0,31.8,1.9,68.2,17730,35.6,0.3,100.0,100.0,1.7,7.5,1.65,0.26,1.0,0.0,86.1,81.0,80.0,97.0,97.0,508894,2021,High Income,57.21052631578948,13.684210526315791
Lebanon,E1,19.64,71.3,,,75.0,31650.0,3.42,100.0,99.2,38.6,184.8,,51.2,6.7,88.1,7280,31.8,0.0,100.0,60.3,2.3,4.9,4.83,1.7,,,74.0,,,95.0,89.0,1132139,2017,Upper-Middle Income,10.641791044776118,25.37313432835821
Lebanon,E2,19.36,63.7,5.7,8.5,48.72,16633.0,3.33,100.0,99.22,41.9,180.0,,53.1,6.8,88.3,7230,31.8,0.0,100.0,70.7,2.1,4.9,5.11,1.6,5.0,8.0,76.1,87.0,82.0,94.0,86.0,1132139,2018,Upper-Middle Income,9.36764705882353,23.529411764705884
Lebanon,E3,19.36,64.5,3.4,4.3,42.13,24384.0,4.93,100.0,99.22,43.3,180.4,,55.0,6.9,88.4,7470,31.8,0.0,100.0,76.0,2.2,4.7,5.33,1.49,3.0,4.0,78.2,87.0,84.0,94.0,90.0,1132139,2019,Upper-Middle Income,9.347826086956522,21.594202898550723
Lebanon,E4,0.14,64.5,1.1,2.1,34.95,24384.0,4.87,100.0,100.0,44.6,183.5,96.0,53.4,6.9,88.6,7720,31.8,0.0,100.0,88.5,2.9,4.6,5.33,1.49,1.0,2.0,78.2,91.0,90.0,94.0,92.0,1132139,2020,Upper-Middle Income,9.347826086956522,21.594202898550723
Lebanon,E5,6.13,61.8,1.1,4.3,27.66,24384.0,4.37,100.0,100.0,52.2,185.0,78.0,65.4,6.8,88.8,7600,31.8,0.0,100.0,95.1,2.8,4.4,5.33,1.49,1.0,4.0,78.2,87.0,86.0,94.0,90.0,420000,2021,Upper-Middle Income,9.088235294117647,21.91176470588235
Liberia,E1,0.16,81.7,,,142.5,678.0,2.22,16.9,3.0,0.0,39.5,,3.3,4.6,49.8,630,35.3,11.7,19.8,0.0,2.0,5.0,1.48,3.0,,,33.0,,,58.0,49.0,7000,2017,Low Income,17.760869565217394,65.21739130434783
Liberia,E2,0.17,68.0,29.4,3.8,58.05,3315.0,2.22,16.4,3.17,0.0,39.6,74.0,3.3,4.7,50.3,620,35.3,11.7,24.2,0.0,2.0,5.3,0.34,4.25,5.0,2.0,7.3,17.0,12.0,52.0,50.0,8000,2018,Low Income,14.468085106382977,90.42553191489361
Liberia,E3,0.19,56.6,44.8,20.3,50.45,2983.0,2.11,16.4,3.17,0.0,40.4,86.3,3.3,4.8,50.7,620,35.3,13.0,25.92,5.0,1.9,5.2,0.38,4.33,13.0,13.0,8.0,29.0,16.0,64.0,51.0,9000,2019,Low Income,11.791666666666668,90.20833333333333
Liberia,E4,0.19,56.6,27.6,11.9,43.08,2983.0,2.08,16.7,5.0,0.0,39.7,98.0,3.2,4.9,51.2,610,35.3,13.0,25.92,5.0,1.9,5.4,0.38,4.33,8.0,7.0,8.0,29.0,21.0,59.0,52.0,9000,2020,Low Income,11.551020408163264,88.3673469387755
Liberia,E5,0.19,56.6,48.6,19.7,39.11,2983.0,0.0,17.9,5.7,18.2,39.2,82.0,3.4,5.1,51.6,580,35.3,13.0,25.92,5.0,1.9,5.5,0.38,4.33,18.0,12.0,8.0,37.0,19.0,61.0,49.0,9000,2021,Low Income,11.098039215686276,84.90196078431373
Lithuania,E1,28.42,142.7,,,48.0,142126.0,6.82,99.99,100.0,60.5,79.9,,43.0,2.9,67.2,15170,38.4,0.7,100.0,63.1,2.0,7.5,2.09,0.84,,,71.4,,,92.0,92.0,833298,2017,High Income,49.206896551724135,28.965517241379313
Lithuania,E2,29.68,145.5,-1.4,-2.2,35.61,205343.0,6.88,100.0,100.0,62.1,85.4,,47.7,2.8,67.4,14870,37.3,0.5,100.0,65.6,1.8,7.5,2.15,0.74,-1.0,-2.0,74.4,70.0,71.0,93.0,95.0,857761,2018,High Income,51.964285714285715,26.42857142857143
Lithuania,E3,28.07,153.3,4.1,-3.4,31.96,272857.0,6.92,100.0,100.0,58.2,91.2,,53.5,2.8,67.5,15260,37.3,0.7,100.0,67.6,1.8,7.4,2.21,0.64,3.0,-3.0,77.6,73.0,70.0,88.0,91.0,798769,2019,High Income,54.75000000000001,22.857142857142858
Lithuania,E4,28.16,163.9,3.8,3.2,29.02,350370.0,10.71,100.0,100.0,58.6,97.1,96.0,54.2,2.8,67.7,17380,37.3,0.8,100.0,83.7,1.7,7.5,2.23,0.57,3.0,3.0,79.7,79.0,76.0,94.0,91.0,788743,2020,High Income,58.53571428571429,20.357142857142858
Lithuania,E5,28.69,168.8,6.3,0.0,27.21,474424.0,10.87,100.0,100.0,67.0,102.7,86.0,53.9,2.7,67.9,18990,37.3,0.8,100.0,83.7,1.7,7.5,2.25,0.51,5.0,0.0,81.6,80.0,75.0,94.0,94.0,791826,2021,High Income,62.51851851851852,18.88888888888889
Madagascar,E1,0.1,44.1,,,142.5,12421.0,0.41,36.9,3.7,6.8,39.5,,10.0,24.5,35.2,490,42.6,39.0,22.9,3.0,1.8,4.8,1.0,22.86,,,4.2,,,18.0,23.0,23694,2017,Low Income,1.8,93.3061224489796
Madagascar,E2,0.11,32.1,28.6,10.7,97.07,14270.0,0.41,51.7,6.88,10.9,39.6,64.0,11.5,25.2,35.9,470,42.6,39.0,24.1,3.0,1.8,5.1,1.16,23.37,2.0,3.0,4.7,7.0,5.0,28.0,25.0,26385,2018,Low Income,1.273809523809524,92.73809523809524
Madagascar,E3,0.1,34.1,23.5,27.3,74.14,14270.0,0.4,51.7,6.88,18.6,40.4,78.0,12.0,25.9,36.5,470,42.6,39.0,25.91,3.0,1.8,5.1,1.16,23.37,4.0,9.0,4.7,17.0,13.0,33.0,24.0,25062,2019,Low Income,1.3166023166023166,90.23166023166024
Madagascar,E4,0.1,40.6,21.1,0.0,72.8,14270.0,0.39,46.0,12.2,26.0,39.7,92.0,12.1,26.6,37.2,510,42.6,39.0,25.91,3.0,1.9,5.2,1.16,23.37,4.0,0.0,4.7,19.0,15.0,34.0,34.0,27211,2020,Low Income,1.5263157894736843,87.85714285714286
Madagascar,E5,0.1,40.6,22.7,22.5,86.3,14270.0,0.38,64.4,23.1,15.4,39.2,72.0,12.5,27.4,37.9,520,42.6,39.0,25.91,6.0,1.9,5.6,1.16,23.37,5.0,9.0,4.7,22.0,17.0,40.0,31.0,27211,2021,Low Income,1.4817518248175183,85.29197080291972
Malawi,E1,0.03,39.2,,,142.5,2958.0,0.58,32.4,4.2,0.0,39.5,,5.4,17.2,16.3,350,44.7,34.0,11.0,27.7,1.8,5.5,0.89,15.86,,,5.3,,,49.0,37.0,5855,2017,Low Income,2.2790697674418605,92.2093023255814
Malawi,E2,0.05,41.7,44.4,16.7,68.17,4084.0,0.57,49.2,3.22,0.0,39.6,86.0,6.3,17.7,16.5,340,44.7,34.0,12.7,27.7,1.8,5.5,1.97,15.24,8.0,9.0,11.5,18.0,10.0,54.0,45.0,8692,2018,Low Income,2.355932203389831,86.10169491525424
Malawi,E3,0.06,44.0,54.2,17.9,68.95,3819.0,0.54,49.2,3.22,3.0,40.4,84.0,6.9,18.1,16.7,340,44.7,29.4,18.02,10.2,1.8,5.5,2.44,15.23,13.0,10.0,13.8,24.0,11.0,56.0,46.0,10816,2019,Low Income,2.430939226519337,84.14364640883977
Malawi,E4,0.06,39.0,61.5,13.0,55.5,3819.0,0.52,61.5,5.1,3.0,39.7,88.0,7.7,18.6,16.9,350,44.7,29.4,18.02,10.2,1.8,5.5,2.44,15.23,16.0,7.0,13.8,26.0,10.0,54.0,47.0,11358,2020,Low Income,2.096774193548387,81.88172043010752
Malawi,E5,0.06,47.8,41.4,13.8,29.89,3819.0,0.54,54.7,4.8,0.9,39.2,80.0,8.2,19.1,17.2,380,44.7,29.4,18.02,10.2,1.9,5.5,2.44,15.23,12.0,8.0,13.8,29.0,17.0,58.0,50.0,11358,2021,Low Income,2.50261780104712,79.73821989528795
Malaysia,E1,10.12,145.7,,,86.0,34549.0,0.33,99.8,98.7,45.6,134.6,,301.3,30.7,74.2,10680,41.0,0.0,100.0,96.4,1.6,6.4,21.51,8.76,,,71.1,,,79.0,78.0,3063800,2017,Upper-Middle Income,4.745928338762215,28.534201954397393
Malaysia,E2,8.86,141.6,4.1,1.3,53.52,43212.0,0.32,99.8,97.0,46.8,130.3,84.0,319.1,31.1,74.8,10150,41.0,0.0,100.0,96.4,1.6,6.5,24.18,6.51,3.3,7.7,78.8,80.0,76.7,79.0,78.0,2718800,2018,Upper-Middle Income,4.553054662379421,20.932475884244372
Malaysia,E3,8.64,136.1,4.1,1.3,47.26,108202.0,0.32,98.62,97.0,43.9,137.6,94.1,358.7,31.5,75.4,9940,41.0,0.0,100.0,100.0,1.6,6.5,24.93,6.18,3.3,7.6,80.1,80.0,76.7,79.0,78.0,2687800,2019,Upper-Middle Income,4.32063492063492,19.61904761904762
Malaysia,E4,8.55,134.5,5.1,4.3,45.66,156071.0,0.63,100.0,100.0,47.7,141.2,96.0,364.7,32.0,76.0,10590,41.0,0.0,100.0,100.0,1.5,6.9,25.6,5.93,4.0,4.0,81.2,79.0,75.0,93.0,89.0,2696000,2020,Upper-Middle Income,4.203125,18.53125
Malaysia,E5,9.28,139.6,6.4,5.6,39.13,202420.0,1.25,100.0,100.0,45.1,138.2,90.0,326.3,32.4,76.6,11200,41.0,0.0,100.0,96.3,1.5,7.2,26.91,5.04,5.0,5.0,84.2,78.0,73.0,90.0,85.0,2964500,2021,Upper-Middle Income,4.308641975308642,15.555555555555555
Mali,E1,0.02,130.2,,,151.0,1721.0,0.0,52.7,8.7,17.5,36.1,,14.0,16.8,40.0,800,33.0,15.4,41.24,10.7,2.5,5.7,1.68,14.58,,,10.3,,,65.0,46.0,3499,2017,Low Income,7.749999999999999,86.78571428571428
Mali,E2,0.12,112.5,45.5,31.9,101.46,4709.0,0.0,83.1,6.42,22.0,43.0,84.2,15.3,17.3,40.8,780,33.0,15.4,43.1,10.7,2.5,5.7,1.86,14.91,10.0,22.0,11.1,22.0,12.0,69.0,47.0,21444,2018,Low Income,6.502890173410404,86.18497109826589
Mali,E3,0.08,119.0,41.7,21.8,69.27,6361.0,0.58,83.1,6.42,26.5,45.2,70.0,17.2,17.9,41.6,770,33.0,15.4,50.9,2.9,2.7,5.6,2.2,15.11,10.0,17.0,12.7,24.0,14.0,78.0,61.0,15400,2019,Low Income,6.648044692737431,84.41340782122906
Mali,E4,0.63,115.1,46.7,27.2,48.7,6361.0,0.0,67.7,19.8,8.3,46.7,70.0,17.5,18.5,42.4,840,33.0,15.4,50.9,2.9,2.7,5.4,2.2,15.11,14.0,22.0,12.7,30.0,16.0,81.0,59.0,120934,2020,Low Income,6.221621621621622,81.67567567567568
Mali,E5,0.73,116.6,25.7,24.4,32.41,6361.0,0.0,78.0,28.0,29.0,48.1,84.0,17.6,19.1,43.1,880,33.0,15.4,50.9,2.9,2.7,4.9,2.2,15.11,9.0,19.0,12.7,35.0,26.0,78.0,59.0,120934,2021,Low Income,6.104712041884816,79.10994764397905
Mexico,E1,12.11,88.4,,,84.0,30600.0,0.08,99.62,97.2,57.7,93.8,,1077.3,123.3,79.3,10170,46.3,1.1,99.5,12.3,2.6,6.6,69.98,51.87,,,57.4,,,70.0,61.0,14757686,2017,Upper-Middle Income,0.7169505271695054,42.06812652068127
Mexico,E2,12.91,90.6,6.1,13.9,72.95,38604.0,0.24,99.64,97.53,54.4,83.4,94.0,1159.6,124.8,79.6,9400,46.3,1.1,100.0,12.3,2.6,6.5,73.43,49.9,3.0,10.0,59.5,49.0,46.0,72.0,62.0,15923971,2018,Upper-Middle Income,0.7259615384615384,39.983974358974365
Mexico,E3,13.62,91.6,22.4,7.6,56.88,37654.0,0.23,100.0,100.0,58.8,84.4,98.1,1222.9,126.2,79.9,8930,45.4,0.7,100.0,53.4,2.6,6.4,79.67,45.1,11.0,5.0,63.9,49.0,38.0,66.0,61.0,17000482,2019,Upper-Middle Income,0.7258320126782883,35.73692551505547
Mexico,E4,14.55,95.2,11.1,0.0,56.13,37654.0,0.24,100.0,100.0,65.3,82.5,94.0,1258.8,127.6,80.2,9180,45.4,0.7,100.0,53.4,2.5,6.2,83.01,43.19,7.0,0.0,65.8,63.0,56.0,73.0,73.0,18359028,2020,Upper-Middle Income,0.7460815047021944,33.84796238244514
Mexico,E5,15.17,95.7,9.5,4.1,47.58,37654.0,0.16,100.0,100.0,72.1,82.8,96.2,1059.0,128.9,80.4,9430,45.4,0.5,100.0,53.4,2.6,6.1,89.41,38.19,6.0,3.0,70.1,63.0,57.0,74.0,71.0,19173373,2021,Upper-Middle Income,0.7424359968968193,29.627618308766486
Mongolia,E1,6.94,102.3,,,71.0,22234.0,3.38,97.5,72.9,29.7,158.1,,11.2,3.1,68.2,3820,32.3,0.0,91.06,91.2,1.8,6.6,0.68,2.32,,,22.5,,,96.0,98.0,208047,2017,Lower-Middle Income,33.0,74.83870967741935
Mongolia,E2,7.4,110.2,-4.7,-1.0,57.04,22777.0,3.38,97.54,72.94,46.8,154.7,86.0,11.4,3.1,68.3,3500,32.3,0.0,93.84,91.2,1.8,6.6,0.68,2.38,-3.0,-1.0,22.3,64.0,67.0,97.0,98.0,226147,2018,Lower-Middle Income,35.54838709677419,76.77419354838709
Mongolia,E3,9.16,124.8,-6.1,0.0,49.97,22399.0,3.25,99.0,73.24,33.4,153.1,90.6,13.1,3.2,68.4,3230,32.7,0.1,98.1,82.8,1.8,6.5,0.74,2.37,-4.0,0.0,23.7,66.0,70.0,98.0,98.0,285093,2019,Lower-Middle Income,39.0,74.0625
Mongolia,E4,9.66,133.2,-1.4,-1.0,51.89,13838.0,3.2,99.4,72.4,33.2,144.1,88.0,14.0,3.2,68.4,3630,32.7,0.1,98.1,82.8,1.8,6.5,1.49,1.68,-1.0,-1.0,47.1,71.0,72.0,96.0,97.0,306150,2020,Lower-Middle Income,41.62499999999999,52.49999999999999
Mongolia,E5,9.84,137.0,-9.9,0.0,45.36,38267.0,0.0,99.0,73.1,22.4,141.3,94.0,14.4,3.3,68.5,3780,32.7,0.1,98.1,82.8,1.7,6.5,1.65,1.58,-7.0,0.0,51.1,71.0,78.0,98.0,98.0,317317,2021,Lower-Middle Income,41.515151515151516,47.87878787878788
Morocco,E1,3.31,124.3,,,86.0,17942.0,0.29,100.0,97.4,31.1,59.5,,103.3,35.1,60.8,3020,39.5,0.2,99.74,3.0,2.1,4.7,19.79,14.88,,,57.1,,,88.0,78.0,1147533,2017,Lower-Middle Income,3.541310541310541,42.39316239316239
Morocco,E2,3.57,118.2,36.7,8.9,48.72,25161.0,0.29,100.0,97.4,34.2,58.7,90.0,109.7,35.6,61.4,2880,39.5,0.2,100.0,3.0,2.0,4.8,20.47,14.66,18.0,8.0,58.3,49.0,31.0,90.0,82.0,1255428,2018,Lower-Middle Income,3.3202247191011236,41.17977528089887
